Auctions;Order;obname;agent;Oid;type;dir;price;quty;validity
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul2;1;L;B;62;0;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul2;1;L;B;62;0;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;Order;lvmh;paul6;1;L;A;62;56;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;seller;0;L;B;100;0;-1
Auctions;Order;lvmh;paul5;1;L;B;59;36;3
Auctions;Order;lvmh;paul1;1;L;B;57;33;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;Order;lvmh;paul6;1;L;A;62;56;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;seller;0;L;B;100;0;-1
Auctions;Order;lvmh;paul5;1;L;B;59;36;3
Auctions;Order;lvmh;paul1;1;L;B;57;33;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;Order;lvmh;paul6;1;L;A;62;56;2
Auctions;Order;lvmh;buyer;0;L;A;100;0;-1
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul5;1;L;B;59;36;3
Auctions;Order;lvmh;paul1;1;L;B;57;33;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;Order;lvmh;paul6;1;L;A;62;56;2
Auctions;Order;lvmh;buyer;0;L;A;100;0;-1
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul5;1;L;B;59;36;3
Auctions;Order;lvmh;paul1;1;L;B;57;33;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul6;2;L;A;60;19;2
Auctions;Order;lvmh;paul4;2;L;A;60;15;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;Order;lvmh;paul5;2;L;A;61;88;3
Auctions;Order;lvmh;paul6;1;L;A;62;56;2
Auctions;Order;lvmh;buyer;0;L;A;100;0;-1
Auctions;Order;lvmh;buyer;1;L;A;100;0;-1
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;seller;1;L;B;100;0;-1
Auctions;Order;lvmh;paul5;1;L;B;59;36;3
Auctions;Order;lvmh;paul2;2;L;B;58;13;2
Auctions;Order;lvmh;paul1;1;L;B;57;33;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul6;2;L;A;60;19;2
Auctions;Order;lvmh;paul4;2;L;A;60;15;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;Order;lvmh;paul5;2;L;A;61;88;3
Auctions;Order;lvmh;paul6;1;L;A;62;56;2
Auctions;Order;lvmh;buyer;0;L;A;100;0;-1
Auctions;Order;lvmh;buyer;1;L;A;100;0;-1
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;seller;1;L;B;100;0;-1
Auctions;Order;lvmh;paul5;1;L;B;59;36;3
Auctions;Order;lvmh;paul2;2;L;B;58;13;2
Auctions;Order;lvmh;paul1;1;L;B;57;33;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul6;2;L;A;60;19;2
Auctions;Order;lvmh;paul4;2;L;A;60;15;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;Order;lvmh;paul5;2;L;A;61;88;3
Auctions;Order;lvmh;paul1;2;L;A;61;84;3
Auctions;Order;lvmh;paul6;1;L;A;62;56;2
Auctions;Order;lvmh;buyer;0;L;A;100;0;-1
Auctions;Order;lvmh;buyer;1;L;A;100;0;-1
Auctions;##############################
Auctions;Order;lvmh;paul5;1;L;B;59;36;3
Auctions;Order;lvmh;paul2;2;L;B;58;13;2
Auctions;Order;lvmh;paul1;1;L;B;57;33;2
Auctions;Order;lvmh;paul3;2;L;B;57;94;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;75;3
Auctions;Order;lvmh;paul6;2;L;A;60;19;2
Auctions;Order;lvmh;paul4;2;L;A;60;15;3
Auctions;Order;lvmh;paul3;1;L;A;61;13;3
Auctions;Order;lvmh;paul5;2;L;A;61;88;3
Auctions;Order;lvmh;paul1;2;L;A;61;84;3
Auctions;Order;lvmh;paul6;1;L;A;62;56;2
Auctions;Order;lvmh;buyer;0;L;A;100;0;-1
Auctions;Order;lvmh;buyer;1;L;A;100;0;-1
Auctions;##############################
Auctions;Order;lvmh;paul5;1;L;B;59;36;3
Auctions;Order;lvmh;paul2;2;L;B;58;13;2
Auctions;Order;lvmh;paul1;1;L;B;57;33;2
Auctions;Order;lvmh;paul3;2;L;B;57;94;2
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;##############################
Auctions;Order;lvmh;paul4;1;L;A;60;0;3
