;Tick;numtick;obname;bestask;bestbid;price;quty;volatility;cum_quty;return;volatility_return
0;Tick;1;lvmh;0;0;0.1;0;0.0;0;0.0;
1;Tick;2;lvmh;0;0;0.1;0;0.0;0;0.0;
2;Tick;3;lvmh;0;0;0.12;1924;0.0;1924;-0.19999995827674866;0.0
3;Tick;4;lvmh;0;0;0.12;0;0.18475204706192017;1924;0.0;0.11547002974899477
4;Tick;5;lvmh;0;0;0.12;0;0.18475204706192017;1924;0.0;0.09999997913837433
5;Tick;6;lvmh;0;0;0.12;0;0.1752711832523346;1924;0.0;0.08944270044078634
6;Tick;7;lvmh;0;0;0.12;0;0.16524726152420044;1924;0.0;0.08164964105932658
7;Tick;8;lvmh;0;0;0.12;0;0.15614397823810577;1924;0.0;0.07559287883193873
8;Tick;9;lvmh;0;0;0.12;0;0.14813119173049927;1924;0.0;0.07071066336725777
9;Tick;10;lvmh;0;0;0.12;0;0.14110669493675232;1924;0.0;0.06666665275891623
10;Tick;11;lvmh;0;0;0.12;0;0.1349238157272339;1924;0.0;0.06324554000931702
11;Tick;12;lvmh;0;0;0.12;0;0.12944632768630981;1924;0.0;0.06030225633551912
12;Tick;13;lvmh;0;0;0.12;0;0.12455980479717255;1924;0.0;0.057735014874497385
13;Tick;14;lvmh;0;0;0.12;0;0.12017077952623367;1924;0.0;0.055470008050575045
14;Tick;15;lvmh;0;0;0.12;0;0.1162036880850792;1924;0.0;0.05345223723147692
15;Tick;16;lvmh;0;0;0.12;0;0.1125970259308815;1924;0.0;0.05163976717653506
16;Tick;17;lvmh;0;0;0.12;0;0.10930078476667404;1924;0.0;0.04999998956918714
17;Tick;18;lvmh;0;0;0.12;0;0.10627374798059464;1924;0.0;0.04850711488789173
18;Tick;19;lvmh;0;0;0.12;0;0.10348184406757355;1924;0.0;0.04714044224483852
19;Tick;20;lvmh;0;0;0.12;0;0.10089652985334396;1924;0.0;0.045883137202142016
20;Tick;21;lvmh;0;0;0.12;0;0.09849388152360916;1924;0.0;0.04472135022039317
21;Tick;22;lvmh;0;0;0.12;0;0.09625363349914551;1924;0.0;0.04364356894243862
22;Tick;23;lvmh;0;0;0.12;0;0.0941583439707756;1924;0.0;0.04264013437569498
23;Tick;24;lvmh;0;0;0.12;0;0.09219332039356232;1924;0.0;0.04170287411151567
24;Tick;25;lvmh;0;0;0.12;0;0.09034549444913864;1924;0.0;0.04082482052966327
25;Tick;26;lvmh;0;0;0.12;0;0.08860393613576889;1924;0.0;0.03999999165534969
26;Tick;27;lvmh;0;0;0.12;0;0.08695881813764572;1924;0.0;0.03922321884503404
27;Tick;28;lvmh;0;0;0.12;0;0.08540166169404984;1924;0.0;0.03849000991633159
28;Tick;29;lvmh;0;0;0.12;0;0.08392487466335297;1924;0.0;0.03779643941596933
29;Tick;30;lvmh;0;0;0.12;0;0.08252182602882385;1924;0.0;0.03713905988759709
30;Tick;31;lvmh;0;0;0.15;94994;0.08118657767772675;96918;-0.25000008940696716;0.0365148295494224
31;Tick;32;lvmh;0;0;0.15;0;0.12032929062843323;96918;0.0;0.056559045420195055
32;Tick;33;lvmh;0;0;0.15;0;0.14617709815502167;96918;0.0;0.05569846863971483
33;Tick;34;lvmh;0;0;0.15;0;0.16551117599010468;96918;0.0;0.05487590064106127
34;Tick;35;lvmh;0;0;0.15;0;0.18075697124004364;96918;0.0;0.05408863220034416
35;Tick;36;lvmh;0;0;0.15;0;0.19313950836658478;96918;0.0;0.05333421606257637
36;Tick;37;lvmh;0;0;0.15;0;0.20338721573352814;96918;0.0;0.052610435364125754
37;Tick;38;lvmh;0;0;0.15;0;0.21197772026062012;96918;0.0;0.0519152765681595
38;Tick;39;lvmh;0;0;0.15;0;0.2192448377609253;96918;0.0;0.05124690617330661
39;Tick;40;lvmh;0;0;0.15;9160;0.225432887673378;106078;0.0;0.05060365059160403
40;Tick;41;lvmh;0;0;0.15;0;0.23072683811187744;106078;0.0;0.049983978700181855
41;Tick;42;lvmh;0;0;0.15;0;0.23527048528194427;106078;0.0;0.049386486658101414
